linking_id,study_id,binomial_test_data,biodiversity_metric_value,biodiversity_metric,biodiversity_metric_specific,var_biodiversity_metric,var_biodiversity_metric_min,var_biodiversity_metric_max,var_biodiversity_metric_unit,biodiversity_metric_corrected,correction_performed,subsequent_correction,correction_performed_on_data_in_table,proportion_of_max_biodiversity,statistic_standard_deviation,min_strata_height,max_strata_height,mean_strata_height,strata_category,proportional_strata_height,direction_of_response,statistic_type,statistic_value,p_value,statistic_notes,compared_height_1,compared_height_2,temporal_effort_at_each_height,temporal_effort_unit,metric_effort,corrected_metric,spatial_effort,spatial_effort_unit,notes
1,Acharya_2017,N,14.8907103825136,richness,observed (median),2.028445971744901,NA,NA,75th-25th percentile,Y,per transect,NA,NA,45.04132231,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
1,Acharya_2017,N,3.14207650273225,richness,observed (median),1.0738831615120294,NA,NA,75th-25th percentile,Y,per transect,NA,NA,9.504132231,NA,20,25,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
1,Acharya_2017,N,4.09836065573771,richness,observed (median),3.3409698358151996,NA,NA,75th-25th percentile,Y,per transect,NA,NA,12.39669421,NA,25,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
2,Acharya_2017,N,7.04467353951887,richness,observed (median),2.86368843069873,NA,NA,75th-25th percentile,Y,per transect,NA,NA,15.99826577,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
2,Acharya_2017,N,44.0339824360442,richness,observed (median),10.858151966399397,NA,NA,75th-25th percentile,Y,per transect,NA,NA,100,NA,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
2,Acharya_2017,N,44.0339824360442,richness,observed (median),4.772814051164602,NA,NA,75th-25th percentile,Y,per transect,NA,NA,100,NA,5,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
2,Acharya_2017,N,25.0620465826651,richness,observed (median),7.039900725467799,NA,NA,75th-25th percentile,Y,per transect,NA,NA,56.91523954,NA,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
2,Acharya_2017,N,15.8743795341733,richness,observed (median),4.056891943489902,NA,NA,75th-25th percentile,Y,per transect,NA,NA,36.05029265,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
2,Acharya_2017,N,5.25486827033217,richness,observed (median),2.1477663230240696,NA,NA,75th-25th percentile,Y,per transect,NA,NA,11.93366573,NA,20,25,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
2,Acharya_2017,N,5.13554791905306,richness,observed (median),1.43184421534938,NA,NA,75th-25th percentile,Y,per transect,NA,NA,11.66269239,NA,25,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
3,Acharya_2017,N,15.2542372881356,richness,observed (median),2.9055690072639013,NA,NA,75th-25th percentile,Y,per transect,NA,NA,32.40740741,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
3,Acharya_2017,N,47.0702179176755,richness,observed (median),10.169491525423702,NA,NA,75th-25th percentile,Y,per transect,NA,NA,100,NA,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
3,Acharya_2017,N,47.0702179176755,richness,observed (median),8.861985472154899,NA,NA,75th-25th percentile,Y,per transect,NA,NA,100,NA,5,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
3,Acharya_2017,N,29.2009685230024,richness,observed (median),6.973365617433505,NA,NA,75th-25th percentile,Y,per transect,NA,NA,62.03703704,NA,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
3,Acharya_2017,N,22.227602905569,richness,observed (median),7.118644067796602,NA,NA,75th-25th percentile,Y,per transect,NA,NA,47.22222222,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
3,Acharya_2017,N,5.08474576271186,richness,observed (median),2.32445520581112,NA,NA,75th-25th percentile,Y,per transect,NA,NA,10.80246914,NA,20,25,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
3,Acharya_2017,N,7.99031476997577,richness,observed (median),2.90556900726391,NA,NA,75th-25th percentile,Y,per transect,NA,NA,16.97530864,NA,25,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
4,Acharya_2017,N,17.9710144927536,richness,observed (median),6.8599033816425,NA,NA,75th-25th percentile,Y,per transect,NA,NA,63.91752577,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
4,Acharya_2017,N,28.1159420289855,richness,observed (median),5.024154589371999,NA,NA,75th-25th percentile,Y,per transect,NA,NA,100,NA,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
4,Acharya_2017,N,17.0048309178744,richness,observed (median),2.1256038647342983,NA,NA,75th-25th percentile,Y,per transect,NA,NA,60.48109966,NA,5,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
4,Acharya_2017,N,12.0772946859903,richness,observed (median),2.0289855072463006,NA,NA,75th-25th percentile,Y,per transect,NA,NA,42.95532646,NA,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
4,Acharya_2017,N,2.9951690821256,richness,observed (median),1.83574879227052,NA,NA,75th-25th percentile,Y,per transect,NA,NA,10.65292096,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
4,Acharya_2017,N,2.9951690821256,richness,observed (median),1.06280193236713,NA,NA,75th-25th percentile,Y,per transect,NA,NA,10.65292096,NA,20,25,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
4,Acharya_2017,N,2.02898550724639,richness,observed (median),1.1594202898550758,NA,NA,75th-25th percentile,Y,per transect,NA,NA,7.216494845,NA,25,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation."
1,Acharya_2017,N,22.950819672131,abundance,raw (median),NA,21.311475409836,29.5081967213114,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,NA
1,Acharya_2017,N,211.475409836065,abundance,raw (median),NA,181.967213114754,272.131147540983,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,NA
1,Acharya_2017,N,198.360655737704,abundance,raw (median),NA,188.524590163934,260.655737704918,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,5,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,NA
1,Acharya_2017,N,175.409836065573,abundance,raw (median),NA,142.622950819672,239.344262295081,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,NA
1,Acharya_2017,N,114.754098360655,abundance,raw (median),NA,62.295081967213,152.459016393442,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,NA
1,Acharya_2017,N,11.4754098360654,abundance,raw (median),NA,6.55737704918028,24.5901639344261,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,20,25,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,NA
1,Acharya_2017,N,21.311475409836,abundance,raw (median),NA,6.55737704918028,37.7049180327868,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,25,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,37.0,points,NA
2,Acharya_2017,N,15.3846153846152,abundance,raw (median),NA,12.3076923076922,27.6923076923076,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA
2,Acharya_2017,N,378.461538461538,abundance,raw (median),NA,203.076923076923,384.615384615384,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA
2,Acharya_2017,N,381.538461538461,abundance,raw (median),NA,323.076923076923,498.461538461538,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,5,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA
2,Acharya_2017,N,172.307692307692,abundance,raw (median),NA,147.692307692307,279.999999999999,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA
2,Acharya_2017,N,70.7692307692306,abundance,raw (median),NA,52.3076923076923,107.692307692307,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA
2,Acharya_2017,N,9.23076923076917,abundance,raw (median),NA,12.3076923076922,12.3076923076922,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,20,25,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA
2,Acharya_2017,N,21.5384615384613,abundance,raw (median),NA,6.15384615384611,30.7692307692307,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,25,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA
3,Acharya_2017,N,76.3636363636362,abundance,raw (median),NA,50.9090909090909,123.636363636363,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA
3,Acharya_2017,N,454.545454545454,abundance,raw (median),NA,440,778.181818181818,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA
3,Acharya_2017,N,356.363636363636,abundance,raw (median),NA,225.454545454545,385.454545454545,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,5,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA
3,Acharya_2017,N,254.545454545454,abundance,raw (median),NA,149.090909090909,272.727272727272,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA
3,Acharya_2017,N,134.545454545454,abundance,raw (median),NA,123.636363636363,141.818181818182,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA
3,Acharya_2017,N,14.5454545454544,abundance,raw (median),NA,7.27272727272722,14.5454545454544,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,20,25,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA
3,Acharya_2017,N,54.5454545454545,abundance,raw (median),NA,18.181818181818,58.1818181818181,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,25,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA
4,Acharya_2017,N,57.0652173913043,abundance,raw (median),NA,40.7608695652174,79.891304347826,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA
4,Acharya_2017,N,259.239130434782,abundance,raw (median),NA,200.543478260869,290.217391304347,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA
4,Acharya_2017,N,88.0434782608696,abundance,raw (median),NA,88.0434782608696,97.8260869565217,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,5,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA
4,Acharya_2017,N,42.3913043478261,abundance,raw (median),NA,35.8695652173914,44.0217391304348,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA
4,Acharya_2017,N,4.89130434782605,abundance,raw (median),NA,8.1521739130436,6.52173913043473,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA
4,Acharya_2017,N,3.26086956521736,abundance,raw (median),NA,1.63043478260868,6.52173913043473,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,20,25,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA
4,Acharya_2017,N,3.26086956521736,abundance,raw (median),NA,1.63043478260868,6.52173913043473,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,25,30,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA
1,Adams_2009,N,0.32369942196531654,abundance,NA,2.0809248554913253,NA,NA,95th CI width,Y,NA,NA,NA,15.73033708,NA,NA,NA,NA,understory,NA,NA,NA,NA,NA,NA,NA,NA,1.0,nights per sampling point,NA,NA,16.0,sampling points,"Each night of sampling consisted of 9 hours of recordings. Abundance data stripped is only for bat guilds reported at disaggregated level (OS and ESM, fig. 2b)"
1,Adams_2009,N,2.057803468208084,abundance,NA,5.919075144508668,NA,NA,95th CI width,Y,NA,NA,NA,100,NA,NA,NA,NA,subcanopy,NA,NA,NA,NA,NA,NA,NA,NA,1.0,nights per sampling point,NA,NA,16.0,sampling points,"Each night of sampling consisted of 9 hours of recordings. Abundance data stripped is only for bat guilds reported at disaggregated level (OS and ESM, fig. 2b)"
1,Adams_2009,N,1.734104046242765,abundance,NA,6.8208092485549106,NA,NA,95th CI width,Y,NA,NA,NA,84.26966292,NA,NA,NA,NA,canopy,NA,NA,NA,NA,NA,NA,NA,NA,1.0,nights per sampling point,NA,NA,16.0,sampling points,"Each night of sampling consisted of 9 hours of recordings. Abundance data stripped is only for bat guilds reported at disaggregated level (OS and ESM, fig. 2b)"
2,Adams_2009,N,0.03468208092485715,abundance,NA,0.1734104046242785,NA,NA,95th CI width,Y,NA,NA,NA,1.685393258,NA,NA,NA,NA,understory,NA,NA,NA,NA,NA,NA,NA,NA,1.0,nights per sampling point,NA,NA,24.0,sampling points,"Each night of sampling consisted of 9 hours of recordings. Abundance data stripped is only for bat guilds reported at disaggregated level (OS and ESM, fig. 2b)"
2,Adams_2009,N,0.242774566473986,abundance,NA,0.832369942196525,NA,NA,95th CI width,Y,NA,NA,NA,11.79775281,NA,NA,NA,NA,subcanopy,NA,NA,NA,NA,NA,NA,NA,NA,1.0,nights per sampling point,NA,NA,24.0,sampling points,"Each night of sampling consisted of 9 hours of recordings. Abundance data stripped is only for bat guilds reported at disaggregated level (OS and ESM, fig. 2b)"
2,Adams_2009,N,0.520231213872831,abundance,NA,1.7572254335260067,NA,NA,95th CI width,Y,NA,NA,NA,25.28089888,NA,NA,NA,NA,canopy,NA,NA,NA,NA,NA,NA,NA,NA,1.0,nights per sampling point,NA,NA,24.0,sampling points,"Each night of sampling consisted of 9 hours of recordings. Abundance data stripped is only for bat guilds reported at disaggregated level (OS and ESM, fig. 2b)"
1,Balda_1969,NA,1,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,25,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,days per sampling point,NA,NA,30.0,sampling points,"Note that birds described in this study are not complete bird community; in another paper (linked below) he cites 36 sp. in juniper site (other paper does not describe ponderosa site). Richness at each vert strata inferred from occurence figures for each species: if >3% of observations within a strata, species considered present at that strata. Species occurences within each strata were then summed to obtain estimate of richness for each strata. Bird observation methods are available in Balda 1970, which report surveys for juniper site but not ponderosa site; sampling effort for ponderosa site assumed approx. equal to his other sites: https://www.jstor.org/stable/pdf/1366011.pdf?refreqid=excelsior%3A2d15429156da6d756ae42ceb1dcf04f4"
1,Balda_1969,NA,4,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,100,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,days per sampling point,NA,NA,30.0,sampling points,"Note that birds described in this study are not complete bird community; in another paper (linked below) he cites 36 sp. in juniper site (other paper does not describe ponderosa site). Richness at each vert strata inferred from occurence figures for each species: if >3% of observations within a strata, species considered present at that strata. Species occurences within each strata were then summed to obtain estimate of richness for each strata. Bird observation methods are available in Balda 1970, which report surveys for juniper site but not ponderosa site; sampling effort for ponderosa site assumed approx. equal to his other sites: https://www.jstor.org/stable/pdf/1366011.pdf?refreqid=excelsior%3A2d15429156da6d756ae42ceb1dcf04f4"
1,Balda_1969,NA,4,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,100,NA,2,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,days per sampling point,NA,NA,30.0,sampling points,"Note that birds described in this study are not complete bird community; in another paper (linked below) he cites 36 sp. in juniper site (other paper does not describe ponderosa site). Richness at each vert strata inferred from occurence figures for each species: if >3% of observations within a strata, species considered present at that strata. Species occurences within each strata were then summed to obtain estimate of richness for each strata. Bird observation methods are available in Balda 1970, which report surveys for juniper site but not ponderosa site; sampling effort for ponderosa site assumed approx. equal to his other sites: https://www.jstor.org/stable/pdf/1366011.pdf?refreqid=excelsior%3A2d15429156da6d756ae42ceb1dcf04f4"
1,Balda_1969,NA,4,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,100,NA,5,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,days per sampling point,NA,NA,30.0,sampling points,"Note that birds described in this study are not complete bird community; in another paper (linked below) he cites 36 sp. in juniper site (other paper does not describe ponderosa site). Richness at each vert strata inferred from occurence figures for each species: if >3% of observations within a strata, species considered present at that strata. Species occurences within each strata were then summed to obtain estimate of richness for each strata. Bird observation methods are available in Balda 1970, which report surveys for juniper site but not ponderosa site; sampling effort for ponderosa site assumed approx. equal to his other sites: https://www.jstor.org/stable/pdf/1366011.pdf?refreqid=excelsior%3A2d15429156da6d756ae42ceb1dcf04f4"
1,Balda_1969,NA,3,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,75,NA,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,days per sampling point,NA,NA,30.0,sampling points,"Note that birds described in this study are not complete bird community; in another paper (linked below) he cites 36 sp. in juniper site (other paper does not describe ponderosa site). Richness at each vert strata inferred from occurence figures for each species: if >3% of observations within a strata, species considered present at that strata. Species occurences within each strata were then summed to obtain estimate of richness for each strata. Bird observation methods are available in Balda 1970, which report surveys for juniper site but not ponderosa site; sampling effort for ponderosa site assumed approx. equal to his other sites: https://www.jstor.org/stable/pdf/1366011.pdf?refreqid=excelsior%3A2d15429156da6d756ae42ceb1dcf04f4"
1,Balda_1969,NA,3,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,75,NA,15,20,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,days per sampling point,NA,NA,30.0,sampling points,"Note that birds described in this study are not complete bird community; in another paper (linked below) he cites 36 sp. in juniper site (other paper does not describe ponderosa site). Richness at each vert strata inferred from occurence figures for each species: if >3% of observations within a strata, species considered present at that strata. Species occurences within each strata were then summed to obtain estimate of richness for each strata. Bird observation methods are available in Balda 1970, which report surveys for juniper site but not ponderosa site; sampling effort for ponderosa site assumed approx. equal to his other sites: https://www.jstor.org/stable/pdf/1366011.pdf?refreqid=excelsior%3A2d15429156da6d756ae42ceb1dcf04f4"
