linking_id,study_id,biodiversity_metric_value,biodiversity_metric,biodiversity_metric_specific,biodiversity_metric_corrected,correction_performed,subsequent_correction,correction_performed_on_data_in_table,min_strata_height,max_strata_height,mean_strata_height,strata_category,temporal_effort_at_each_height,temporal_effort_unit,spatial_effort,spatial_effort_unit,link
2,Acharya_2017,44.03398244,richness,observed (median),Y,per transect,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,25.06204658,richness,observed (median),Y,per transect,NA,NA,0.3333333333333333,0.5,12.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,5.25486827,richness,observed (median),Y,per transect,NA,NA,0.6666666666666666,0.8333333333333334,22.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,5.135547919,richness,observed (median),Y,per transect,NA,NA,0.8333333333333334,1,27.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,9.230769231,abundance,raw (median),Y,per transect,NA,NA,0.6666666666666666,0.8333333333333334,22.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,15.87437953,richness,observed (median),Y,per transect,NA,NA,0.5,0.6666666666666666,17.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,7.04467354,richness,observed (median),Y,per transect,NA,NA,0,0,0,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,44.03398244,richness,observed (median),Y,per transect,NA,NA,0,0.16666666666666666,2.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,15.38461538,abundance,raw (median),Y,per transect,NA,NA,0,0,0,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,378.4615385,abundance,raw (median),Y,per transect,NA,NA,0,0.16666666666666666,2.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,381.5384615,abundance,raw (median),Y,per transect,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,172.3076923,abundance,raw (median),Y,per transect,NA,NA,0.3333333333333333,0.5,12.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,70.76923077,abundance,raw (median),Y,per transect,NA,NA,0.5,0.6666666666666666,17.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
2,Acharya_2017,21.53846154,abundance,raw (median),Y,per transect,NA,NA,0.8333333333333334,1,27.5,NA,40,minutes per point count,41,points,Acharya_2017 _ 2
3,Acharya_2017,15.25423729,richness,observed (median),Y,per transect,NA,NA,0,0,0,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,47.07021792,richness,observed (median),Y,per transect,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,29.20096852,richness,observed (median),Y,per transect,NA,NA,0.3333333333333333,0.5,12.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,22.22760291,richness,observed (median),Y,per transect,NA,NA,0.5,0.6666666666666666,17.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,5.084745763,richness,observed (median),Y,per transect,NA,NA,0.6666666666666666,0.8333333333333334,22.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,7.99031477,richness,observed (median),Y,per transect,NA,NA,0.8333333333333334,1,27.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,14.54545455,abundance,raw (median),Y,per transect,NA,NA,0.6666666666666666,0.8333333333333334,22.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,54.54545455,abundance,raw (median),Y,per transect,NA,NA,0.8333333333333334,1,27.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,356.3636364,abundance,raw (median),Y,per transect,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,47.07021792,richness,observed (median),Y,per transect,NA,NA,0,0.16666666666666666,2.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,76.36363636,abundance,raw (median),Y,per transect,NA,NA,0,0,0,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,454.5454545,abundance,raw (median),Y,per transect,NA,NA,0,0.16666666666666666,2.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,254.5454545,abundance,raw (median),Y,per transect,NA,NA,0.3333333333333333,0.5,12.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
3,Acharya_2017,134.5454545,abundance,raw (median),Y,per transect,NA,NA,0.5,0.6666666666666666,17.5,NA,40,minutes per point count,39,points,Acharya_2017 _ 3
4,Acharya_2017,17.00483092,richness,observed (median),Y,per transect,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,2.995169082,richness,observed (median),Y,per transect,NA,NA,0.6666666666666666,0.8333333333333334,22.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,2.028985507,richness,observed (median),Y,per transect,NA,NA,0.8333333333333334,1,27.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,12.07729469,richness,observed (median),Y,per transect,NA,NA,0.3333333333333333,0.5,12.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,2.995169082,richness,observed (median),Y,per transect,NA,NA,0.5,0.6666666666666666,17.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,17.97101449,richness,observed (median),Y,per transect,NA,NA,0,0,0,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,28.11594203,richness,observed (median),Y,per transect,NA,NA,0,0.16666666666666666,2.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,57.06521739,abundance,raw (median),Y,per transect,NA,NA,0,0,0,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,259.2391304,abundance,raw (median),Y,per transect,NA,NA,0,0.16666666666666666,2.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,88.04347826,abundance,raw (median),Y,per transect,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,42.39130435,abundance,raw (median),Y,per transect,NA,NA,0.3333333333333333,0.5,12.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,4.891304348,abundance,raw (median),Y,per transect,NA,NA,0.5,0.6666666666666666,17.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,3.260869565,abundance,raw (median),Y,per transect,NA,NA,0.6666666666666666,0.8333333333333334,22.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
4,Acharya_2017,3.260869565,abundance,raw (median),Y,per transect,NA,NA,0.8333333333333334,1,27.5,NA,40,minutes per point count,43,points,Acharya_2017 _ 4
1,Altamirano_1989,37,richness,observed,N,equal survey effort,NA,NA,0.2222222222222222,0.3333333333333333,12.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Altamirano_1989,29,richness,observed,N,equal survey effort,NA,NA,0.3333333333333333,0.4444444444444444,17.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Altamirano_1989,35,richness,observed,N,equal survey effort,NA,NA,0.4444444444444444,0.5555555555555556,22.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Altamirano_1989,29,richness,observed,N,equal survey effort,NA,NA,0.5555555555555556,0.6666666666666666,27.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Altamirano_1989,25,richness,observed,N,equal survey effort,NA,NA,0.6666666666666666,0.7777777777777778,32.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Altamirano_1989,15,richness,observed,N,equal survey effort,NA,NA,0.7777777777777778,0.8888888888888888,37.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Altamirano_1989,5,richness,observed,N,equal survey effort,NA,NA,0.8888888888888888,1,42.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Altamirano_1989,46,richness,observed,N,equal survey effort,NA,NA,0,0.1111111111111111,2.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Altamirano_1989,38,richness,observed,N,equal survey effort,NA,NA,0.1111111111111111,0.2222222222222222,7.5,NA,63,days of sampling,1,400 x 20 m transect,Altamirano_1989 _ 1
1,Basham_2019,19,richness,estimated,Y,estimated,NA,NA,0.13333333333333333,1,17,NA,140,surveys,70,trees (1 forest site),Basham_2019 _ 1
1,Basham_2019,94,abundance,raw,N,equal sampling effort,NA,needs 1m intervals,0,0.03333333333333333,0.5,NA,140,surveys,70,trees (1 forest site),Basham_2019 _ 1
1,Basham_2019,29,richness,estimated,Y,estimated,NA,NA,0,0.03333333333333333,0.5,NA,140,surveys,70,trees (1 forest site),Basham_2019 _ 1
1,Basham_2019,15,richness,estimated,Y,estimated,NA,NA,0.03333333333333333,0.13333333333333333,2.5,NA,140,surveys,70,trees (1 forest site),Basham_2019 _ 1
1,Basham_2019,2.269230769230769,abundance,raw,N,equal sampling effort,NA,needs 1m intervals,0.13333333333333333,1,17,NA,140,surveys,70,trees (1 forest site),Basham_2019 _ 1
1,Basham_2019,10.333333333333334,abundance,raw,N,equal sampling effort,NA,needs 1m intervals,0.03333333333333333,0.13333333333333333,2.5,NA,140,surveys,70,trees (1 forest site),Basham_2019 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.45454545454545453,0.48484848484848486,15.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.48484848484848486,0.5151515151515151,16.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.5151515151515151,0.5454545454545454,17.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.5757575757575758,0.6060606060606061,19.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.6060606060606061,0.6363636363636364,20.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.6363636363636364,0.6666666666666666,21.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.5454545454545454,0.5757575757575758,18.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.696969696969697,0.7272727272727273,23.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.7272727272727273,0.7575757575757576,24.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.7575757575757576,0.7878787878787878,25.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.6666666666666666,0.696969696969697,22.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.42424242424242425,0.45454545454545453,14.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,2,richness,observed,N,equal sampling effort,NA,NA,0.8484848484848485,0.8787878787878788,28.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,2,richness,observed,N,equal sampling effort,NA,NA,0.8787878787878788,0.9090909090909091,29.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,1,richness,observed,N,equal sampling effort,NA,NA,0.9090909090909091,0.9393939393939394,30.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,1,richness,observed,N,equal sampling effort,NA,NA,0.9393939393939394,0.9696969696969697,31.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,1,richness,observed,N,equal sampling effort,NA,NA,0.9696969696969697,1,32.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.009,abundance,density,Y,density,NA,NA,0.3333333333333333,0.36363636363636365,11.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.18181818181818182,0.21212121212121213,6.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.21212121212121213,0.24242424242424243,7.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.24242424242424243,0.2727272727272727,8.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.2727272727272727,0.30303030303030304,9.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.30303030303030304,0.3333333333333333,10.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,2,richness,observed,N,equal sampling effort,NA,NA,0.7878787878787878,0.8181818181818182,26.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,2,richness,observed,N,equal sampling effort,NA,NA,0.8181818181818182,0.8484848484848485,27.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.3939393939393939,0.42424242424242425,13.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.06,abundance,density,Y,density,NA,NA,0.9696969696969697,1,32.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.015,abundance,density,Y,density,NA,NA,0.21212121212121213,0.24242424242424243,7.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.009,abundance,density,Y,density,NA,NA,0.24242424242424243,0.2727272727272727,8.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.009,abundance,density,Y,density,NA,NA,0.2727272727272727,0.30303030303030304,9.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.009,abundance,density,Y,density,NA,NA,0.30303030303030304,0.3333333333333333,10.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.15151515151515152,0.18181818181818182,5.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.204,abundance,density,Y,density,NA,NA,0,0,0,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.18,abundance,density,Y,density,NA,NA,0,0.030303030303030304,0.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.16,abundance,density,Y,density,NA,NA,0.030303030303030304,0.06060606060606061,1.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.11,abundance,density,Y,density,NA,NA,0.06060606060606061,0.09090909090909091,2.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.3333333333333333,0.36363636363636365,11.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.36363636363636365,0.3939393939393939,12.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.03,abundance,density,Y,density,NA,NA,0.15151515151515152,0.18181818181818182,5.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.023,abundance,density,Y,density,NA,NA,0.18181818181818182,0.21212121212121213,6.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,9,richness,observed,N,equal sampling effort,NA,NA,0.030303030303030304,0.06060606060606061,1.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,7,richness,observed,N,equal sampling effort,NA,NA,0.06060606060606061,0.09090909090909091,2.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,7,richness,observed,N,equal sampling effort,NA,NA,0.09090909090909091,0.12121212121212122,3.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,5,richness,observed,N,equal sampling effort,NA,NA,0.12121212121212122,0.15151515151515152,4.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.011,abundance,density,Y,density,NA,NA,0.6666666666666666,0.696969696969697,22.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.017,abundance,density,Y,density,NA,NA,0.7272727272727273,0.7575757575757576,24.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.013,abundance,density,Y,density,NA,NA,0.36363636363636365,0.3939393939393939,12.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.013,abundance,density,Y,density,NA,NA,0.3939393939393939,0.42424242424242425,13.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.013,abundance,density,Y,density,NA,NA,0.42424242424242425,0.45454545454545453,14.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.07,abundance,density,Y,density,NA,NA,0.09090909090909091,0.12121212121212122,3.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.045,abundance,density,Y,density,NA,NA,0.12121212121212122,0.15151515151515152,4.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,14,richness,observed,N,equal sampling effort,NA,NA,0,0,0,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,9,richness,observed,N,equal sampling effort,NA,NA,0,0.030303030303030304,0.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.01,abundance,density,Y,density,NA,NA,0.5454545454545454,0.5757575757575758,18.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.01,abundance,density,Y,density,NA,NA,0.5757575757575758,0.6060606060606061,19.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.011,abundance,density,Y,density,NA,NA,0.6060606060606061,0.6363636363636364,20.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.011,abundance,density,Y,density,NA,NA,0.6363636363636364,0.6666666666666666,21.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.022,abundance,density,Y,density,NA,NA,0.8181818181818182,0.8484848484848485,27.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.011,abundance,density,Y,density,NA,NA,0.696969696969697,0.7272727272727273,23.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.017,abundance,density,Y,density,NA,NA,0.7575757575757576,0.7878787878787878,25.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.02,abundance,density,Y,density,NA,NA,0.7878787878787878,0.8181818181818182,26.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.06,abundance,density,Y,density,NA,NA,0.9393939393939394,0.9696969696969697,31.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.02,abundance,density,Y,density,NA,NA,0.8484848484848485,0.8787878787878788,28.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.016,abundance,density,Y,density,NA,NA,0.8787878787878788,0.9090909090909091,29.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.012,abundance,density,Y,density,NA,NA,0.9090909090909091,0.9393939393939394,30.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.011,abundance,density,Y,density,NA,NA,0.48484848484848486,0.5151515151515151,16.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.01,abundance,density,Y,density,NA,NA,0.5151515151515151,0.5454545454545454,17.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
1,Basham_2020,0.011,abundance,density,Y,density,NA,NA,0.45454545454545453,0.48484848484848486,15.5,NA,66,surveys,45,trees (1 forest site),Basham_2020 _ 1
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.696969696969697,0.7272727272727273,23.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.7878787878787878,0.8181818181818182,26.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.6666666666666666,0.696969696969697,22.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,9,richness,observed,N,equal sampling effort,NA,NA,0,0.030303030303030304,0.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.7272727272727273,0.7575757575757576,24.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.7575757575757576,0.7878787878787878,25.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,13,richness,observed,N,equal sampling effort,NA,NA,0,0,0,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.9090909090909091,0.9393939393939394,30.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.8181818181818182,0.8484848484848485,27.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.8484848484848485,0.8787878787878788,28.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.8787878787878788,0.9090909090909091,29.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,1e-4,richness,observed,N,equal sampling effort,NA,NA,0.6363636363636364,0.6666666666666666,21.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,0.07,abundance,density,Y,density,NA,NA,0.8484848484848485,0.8787878787878788,28.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,0.07,abundance,density,Y,density,NA,NA,0.8787878787878788,0.9090909090909091,29.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,0.07,abundance,density,Y,density,NA,NA,0.9090909090909091,0.9393939393939394,30.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,0.07,abundance,density,Y,density,NA,NA,0.9393939393939394,0.9696969696969697,31.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,0.07,abundance,density,Y,density,NA,NA,0.9696969696969697,1,32.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,0.024,abundance,density,Y,density,NA,NA,0.18181818181818182,0.21212121212121213,6.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
2,Basham_2020,4,richness,observed,N,equal sampling effort,NA,NA,0.030303030303030304,0.06060606060606061,1.5,NA,55,surveys,43,trees (1 forest site),Basham_2020 _ 2
