linking_id,study_id,binomial_test_data,biodiversity_metric_value,biodiversity_metric,biodiversity_metric_specific,var_biodiversity_metric,var_biodiversity_metric_min,var_biodiversity_metric_max,var_biodiversity_metric_unit,biodiversity_metric_corrected,correction_performed,subsequent_correction,correction_performed_on_data_in_table,proportion_of_max_biodiversity,statistic_standard_deviation,min_strata_height,max_strata_height,mean_strata_height,strata_category,proportional_strata_height,direction_of_response,statistic_type,statistic_value,p_value,statistic_notes,compared_height_1,compared_height_2,temporal_effort_at_each_height,temporal_effort_unit,metric_effort,corrected_metric,spatial_effort,spatial_effort_unit,notes,link
2,Acharya_2017,N,15.3846153846152,abundance,raw (median),NA,12.3076923076922,27.6923076923076,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA,Acharya_2017 _ 2
2,Acharya_2017,N,378.461538461538,abundance,raw (median),NA,203.076923076923,384.615384615384,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0.16666666666666666,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA,Acharya_2017 _ 2
2,Acharya_2017,N,381.538461538461,abundance,raw (median),NA,323.076923076923,498.461538461538,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA,Acharya_2017 _ 2
2,Acharya_2017,N,172.307692307692,abundance,raw (median),NA,147.692307692307,279.999999999999,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.3333333333333333,0.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA,Acharya_2017 _ 2
2,Acharya_2017,N,70.7692307692306,abundance,raw (median),NA,52.3076923076923,107.692307692307,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.5,0.6666666666666666,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA,Acharya_2017 _ 2
2,Acharya_2017,N,21.5384615384613,abundance,raw (median),NA,6.15384615384611,30.7692307692307,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.8333333333333334,1,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,41.0,points,NA,Acharya_2017 _ 2
3,Acharya_2017,N,15.2542372881356,richness,observed (median),2.9055690072639,NA,NA,75th-25th percentile,Y,per transect,NA,NA,32.40740741,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 3
3,Acharya_2017,N,47.0702179176755,richness,observed (median),8.8619854721549,NA,NA,75th-25th percentile,Y,per transect,NA,NA,100,NA,0.16666666666666666,0.3333333333333333,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 3
3,Acharya_2017,N,29.2009685230024,richness,observed (median),6.9733656174335,NA,NA,75th-25th percentile,Y,per transect,NA,NA,62.03703704,NA,0.3333333333333333,0.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 3
3,Acharya_2017,N,22.227602905569,richness,observed (median),7.1186440677966,NA,NA,75th-25th percentile,Y,per transect,NA,NA,47.22222222,NA,0.5,0.6666666666666666,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 3
3,Acharya_2017,N,5.08474576271186,richness,observed (median),2.32445520581112,NA,NA,75th-25th percentile,Y,per transect,NA,NA,10.80246914,NA,0.6666666666666666,0.8333333333333334,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 3
3,Acharya_2017,N,7.99031476997577,richness,observed (median),2.90556900726391,NA,NA,75th-25th percentile,Y,per transect,NA,NA,16.97530864,NA,0.8333333333333334,1,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 3
3,Acharya_2017,N,14.5454545454544,abundance,raw (median),NA,7.27272727272722,14.5454545454544,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.6666666666666666,0.8333333333333334,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA,Acharya_2017 _ 3
3,Acharya_2017,N,54.5454545454545,abundance,raw (median),NA,18.181818181818,58.1818181818181,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.8333333333333334,1,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA,Acharya_2017 _ 3
3,Acharya_2017,N,356.363636363636,abundance,raw (median),NA,225.454545454545,385.454545454545,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA,Acharya_2017 _ 3
3,Acharya_2017,N,47.0702179176755,richness,observed (median),10.1694915254237,NA,NA,75th-25th percentile,Y,per transect,NA,NA,100,NA,0,0.16666666666666666,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 3
3,Acharya_2017,N,76.3636363636362,abundance,raw (median),NA,50.9090909090909,123.636363636363,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA,Acharya_2017 _ 3
3,Acharya_2017,N,454.545454545454,abundance,raw (median),NA,440,778.181818181818,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0.16666666666666666,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA,Acharya_2017 _ 3
3,Acharya_2017,N,254.545454545454,abundance,raw (median),NA,149.090909090909,272.727272727272,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.3333333333333333,0.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA,Acharya_2017 _ 3
3,Acharya_2017,N,134.545454545454,abundance,raw (median),NA,123.636363636363,141.818181818182,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.5,0.6666666666666666,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,39.0,points,NA,Acharya_2017 _ 3
4,Acharya_2017,N,17.0048309178744,richness,observed (median),2.1256038647343,NA,NA,75th-25th percentile,Y,per transect,NA,NA,60.48109966,NA,0.16666666666666666,0.3333333333333333,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 4
4,Acharya_2017,N,2.9951690821256,richness,observed (median),1.06280193236713,NA,NA,75th-25th percentile,Y,per transect,NA,NA,10.65292096,NA,0.6666666666666666,0.8333333333333334,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 4
4,Acharya_2017,N,2.02898550724639,richness,observed (median),1.15942028985508,NA,NA,75th-25th percentile,Y,per transect,NA,NA,7.216494845,NA,0.8333333333333334,1,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 4
4,Acharya_2017,N,12.0772946859903,richness,observed (median),2.0289855072463,NA,NA,75th-25th percentile,Y,per transect,NA,NA,42.95532646,NA,0.3333333333333333,0.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 4
4,Acharya_2017,N,2.9951690821256,richness,observed (median),1.83574879227052,NA,NA,75th-25th percentile,Y,per transect,NA,NA,10.65292096,NA,0.5,0.6666666666666666,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 4
4,Acharya_2017,N,17.9710144927536,richness,observed (median),6.8599033816425,NA,NA,75th-25th percentile,Y,per transect,NA,NA,63.91752577,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 4
4,Acharya_2017,N,28.1159420289855,richness,observed (median),5.024154589372,NA,NA,75th-25th percentile,Y,per transect,NA,NA,100,NA,0,0.16666666666666666,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,"During the initial stage of the study we used a range finder to estimate the height of birds, but based on observer experience during subsequent sampling we  used visual estimation.",Acharya_2017 _ 4
4,Acharya_2017,N,57.0652173913043,abundance,raw (median),NA,40.7608695652174,79.891304347826,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA,Acharya_2017 _ 4
4,Acharya_2017,N,259.239130434782,abundance,raw (median),NA,200.543478260869,290.217391304347,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0,0.16666666666666666,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA,Acharya_2017 _ 4
4,Acharya_2017,N,88.0434782608696,abundance,raw (median),NA,88.0434782608696,97.8260869565217,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.16666666666666666,0.3333333333333333,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA,Acharya_2017 _ 4
4,Acharya_2017,N,42.3913043478261,abundance,raw (median),NA,35.8695652173914,44.0217391304348,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.3333333333333333,0.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA,Acharya_2017 _ 4
4,Acharya_2017,N,4.89130434782605,abundance,raw (median),NA,8.1521739130436,6.52173913043473,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.5,0.6666666666666666,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA,Acharya_2017 _ 4
4,Acharya_2017,N,3.26086956521736,abundance,raw (median),NA,1.63043478260868,6.52173913043473,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.6666666666666666,0.8333333333333334,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA,Acharya_2017 _ 4
4,Acharya_2017,N,3.26086956521736,abundance,raw (median),NA,1.63043478260868,6.52173913043473,25th and 75th percentiles,Y,per transect,NA,NA,NA,NA,0.8333333333333334,1,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,minutes per point count,NA,NA,43.0,points,NA,Acharya_2017 _ 4
1,Altamirano_1989,NA,46,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,100,NA,0,0.1111111111111111,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Altamirano_1989,NA,38,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,82.60869565,NA,0.1111111111111111,0.2222222222222222,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Altamirano_1989,NA,29,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,63.04347826,NA,0.3333333333333333,0.4444444444444444,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Altamirano_1989,NA,35,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,76.08695652,NA,0.4444444444444444,0.5555555555555556,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Altamirano_1989,NA,29,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,63.04347826,NA,0.5555555555555556,0.6666666666666666,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Altamirano_1989,NA,37,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,80.43478261,NA,0.2222222222222222,0.3333333333333333,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Altamirano_1989,NA,15,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,32.60869565,NA,0.7777777777777778,0.8888888888888888,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Altamirano_1989,NA,5,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,10.86956522,NA,0.8888888888888888,1,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Altamirano_1989,NA,25,richness,observed,NA,NA,NA,NA,N,equal survey effort,NA,NA,54.34782609,NA,0.6666666666666666,0.7777777777777778,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0,days of sampling,NA,NA,1.0,400 x 20 m transect,Seems to be uneven sampling with the inclusion of ground based mist nets - but rarefaction curve for the community is very flat -0 authors admit that seeing into the canopy is very difficult - so lower observations,Altamirano_1989 _ 1
1,Basham_2019,N,19,richness,estimated,NA,NA,NA,NA,Y,estimated,NA,NA,NA,NA,0.13333333333333333,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.0,surveys,NA,NA,70.0,trees (1 forest site),NA,Basham_2019 _ 1
1,Basham_2019,N,94,abundance,raw,NA,NA,NA,NA,N,equal sampling effort,NA,needs 1m intervals,NA,NA,0,0.03333333333333333,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.0,surveys,NA,NA,70.0,trees (1 forest site),NA,Basham_2019 _ 1
1,Basham_2019,N,29,richness,estimated,NA,NA,NA,NA,Y,estimated,NA,NA,NA,NA,0,0.03333333333333333,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.0,surveys,NA,NA,70.0,trees (1 forest site),NA,Basham_2019 _ 1
1,Basham_2019,N,15,richness,estimated,NA,NA,NA,NA,Y,estimated,NA,NA,NA,NA,0.03333333333333333,0.13333333333333333,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.0,surveys,NA,NA,70.0,trees (1 forest site),NA,Basham_2019 _ 1
1,Basham_2019,N,2.269230769230769,abundance,raw,NA,NA,NA,NA,N,equal sampling effort,NA,needs 1m intervals,NA,NA,0.13333333333333333,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.0,surveys,NA,NA,70.0,trees (1 forest site),NA,Basham_2019 _ 1
1,Basham_2019,N,10.333333333333334,abundance,raw,NA,NA,NA,NA,N,equal sampling effort,NA,needs 1m intervals,NA,NA,0.03333333333333333,0.13333333333333333,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.0,surveys,NA,NA,70.0,trees (1 forest site),NA,Basham_2019 _ 1
1,Basham_2020,NA,5,richness,observed,NA,NA,NA,NA,N,equal sampling effort,NA,NA,NA,NA,0.5151515151515151,0.5454545454545454,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0,surveys,NA,NA,45.0,trees (1 forest site),NA,Basham_2020 _ 1
1,Basham_2020,NA,5,richness,observed,NA,NA,NA,NA,N,equal sampling effort,NA,NA,NA,NA,0.5757575757575758,0.6060606060606061,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0,surveys,NA,NA,45.0,trees (1 forest site),NA,Basham_2020 _ 1
1,Basham_2020,NA,5,richness,observed,NA,NA,NA,NA,N,equal sampling effort,NA,NA,NA,NA,0.48484848484848486,0.5151515151515151,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0,surveys,NA,NA,45.0,trees (1 forest site),NA,Basham_2020 _ 1
